,"Item","Description","Price","UPC / GTIN","Gross Wt (lbs)","Pack/Unit","Case Cube","Unique Instructions"
,"1/2 Sheet",,0.00,,,,,
,"1/2 Sheet:48-cut",,0.00,,,,,
,"1/2 Sheet:48-cut:6101-1","New York ""Signature"" Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061018","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6101-2","New York ""Signature"" Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061015","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6103-1","White Chocolate Raspberry Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061032","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6103-2","White Chocolate Raspberry Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061039","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6108-1","Pumpkin Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061087","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6108-2","Pumpkin Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061084","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6109-1","Very Berry Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061094","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6109-2","Very Berry Cheesecake, 1/2 Sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061091","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6110-1","Cajeta Swirl Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"603812061100","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6110-2","Cajeta Swirl Cheesecake, 1/2 sheet,48 piece pre-cut (2X48/cs)",53.14,"10603812061107","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6112-1","Key Lime Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"603812061124","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6112-2","Key Lime Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061127","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6117-1","Chocolate Truffle Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061179","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6117-2","Chocolate Truffle Cheesecake, 1/2 Sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061176","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6118-1","Egg Nog Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061186","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6118-2","Egg Nog Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061183","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6121-1","Strawberry Swirl Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061216","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6121-2","Strawberry Swirl Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061213","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6130-1","""No Sugar Added"" New York Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061308","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6130-2","""No Sugar Added"" New York Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",55.52,"10603812061305","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6132-1","Lemon Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812261322","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6132-2","Lemon Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061329","14.5","2 / 112 oz",".66",
,"1/2 Sheet:48-cut:6151-1","New York ""Classic"" Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812061513","7","1 / 112 oz",,
,"1/2 Sheet:48-cut:6151-2","New York ""Classic"" Cheesecake, 1/2 sheet, 48 piece pre-cut (2X48/cs)",53.14,"10603812061510","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut",,0.00,,,,,
,"1/2 Sheet:96-cut:6201-1","New York ""Signature"" Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062015","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6201-2","New York ""Signature"" Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062012","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6203-1","White Chocolate Raspberry Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062039","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6203-2","White Chocolate Raspberry Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062036","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6208-1","Pumpkin Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062084","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6208-2","Pumpkin Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062081","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6209-1","Very Berry Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062091","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6209-2","Very Berry Cheesecake, 1/2 Sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062098","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6210-1","Cajeta Swirl Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"603812062107","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6210-2","Cajeta Swirl Cheesecake, 1/2 sheet,96 piece pre-cut (2X96/cs)",53.14,"10603812062104","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6212-1","Key Lime Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"603812062121","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6212-2","Key Lime Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062128","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6217-1","Chocolate Truffle Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062176","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6217-2","Chocolate Truffle Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062173","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6218-1","Egg Nog Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062183","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6218-2","Egg Nog Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062180","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6221-1","Strawberry Swirl Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062213","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6221-2","Strawberry Swirl Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062210","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6230-1","""No Sugar Added"" New York Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062305","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6230-2","""No Sugar Added"" New York Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",55.52,"10603812062302","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6232-1","Lemon Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812262329","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6232-2","Lemon Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062326","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6234-1","Peppermint Swirl Cheesecake, 96 piece pre-cut, 1/2 sheet",0.00,"603812062343","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6234-2","Peppermint Swirl Cheesecake, 96 piece pre-cut, 1/2 sheet (2/cs)",48.18,"10603812062340","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6241-1","Almond Roca Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812262415","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6241-2","Almond Roca Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062412","14.5","2 / 112 oz",".66",
,"1/2 Sheet:96-cut:6251-1","New York ""Classic"" Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812062510","7","1 / 112 oz",,
,"1/2 Sheet:96-cut:6251-2","New York ""Classic"" Cheesecake, 1/2 sheet, 96 piece pre-cut (2X96/cs)",53.14,"10603812062517","14.5","2 / 112 oz",".66",
,"1/2 Sheet:High Profile",,0.00,,,,,
,"1/2 Sheet:High Profile:36001-1","New York ""Signature"" Cheesecake, High Profile, 1/2 sheet",0.00,"00603812360012","11","1 / 176 oz",,
,"1/2 Sheet:High Profile:36001-2","New York ""Signature"" Cheesecake, High Profile, 1/2 sheet (2/cs)",66.00,"10603812360019","22.5","2 / 176 oz",".66",
,"1/2 Sheet:Pre-cut",,0.00,,,,,
,"1/2 Sheet:Pre-cut:26001-1","New York ""Signature"" Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812260015","7","1 / 112 oz",,
,"1/2 Sheet:Pre-cut:26001-2","New York ""Signature"" Cheesecake, 1/2 sheet, 48 piece pre-cut (2/cs)",53.14,"10603812260012","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Pre-cut:26008-2","Pumpkin Cheesecake, 1/2 sheet, 48 piece pre-cut (2/cs)",53.14,"10603812260081","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Pre-cut:26009-1","Very Berry Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812260091","7","1 / 112 oz",,
,"1/2 Sheet:Pre-cut:26009-2","Very Berry Cheesecake, 1/2 Sheet, 96 piece pre-cut (2/cs)",53.14,"10603812260098","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Pre-cut:26017-1","Chocolate Truffle Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812260176","7","1 / 112 oz",,
,"1/2 Sheet:Pre-cut:26017-2","Chocolate Truffle Cheesecake, 1/2 Sheet, 96 piece pre-cut (2/cs)",53.14,"10603812260173","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Pre-cut:26030-1","""No Sugar Added"" New York Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812260305","7","1 / 112 oz",,
,"1/2 Sheet:Pre-cut:26030-2","""No Sugar Added"" New York Cheesecake, 1/2 Sheet, 96 piece pre-cut (2/cs)",53.14,"10603812260302","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Pre-cut:26032-1","Lemon Cheesecake, 1/2 sheet, 96 piece pre-cut",0.00,"00603812260329","7","1 / 112 oz",,
,"1/2 Sheet:Pre-cut:26032-2","Lemon Cheesecake, 1/2 Sheet, 96 piece pre-cut (2/cs)",53.14,"10603812260326","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Pre-cut:26109-1","Very Berry Cheesecake, 1/2 sheet, 48 piece pre-cut",0.00,"00603812261098","7","1 / 112 oz",,
,"1/2 Sheet:Pre-cut:26109-2","Very Berry Cheesecake, 1/2 Sheet, 48 piece pre-cut (2/cs)",53.14,"10603812261095","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut",,0.00,,,,,
,"1/2 Sheet:Uncut:6001-1","New York ""Signature"" Cheesecake, 1/2 sheet",0.00,"603812060011","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6001-2","New York ""Signature"" Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060018","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6002-2","New York Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060025","26.5","2 / 208 oz",".66",
,"1/2 Sheet:Uncut:6003-1","White Chocolate Cheesecake, 1/2 sheet",0.00,"603812060035","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6003-2","White Chocolate Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060032","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6008-1","Pumpkin Cheesecake 1/2 sheet",0.00,"603812060080","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6008-2","Pumpkin Cheesecake, 1/2 Sheet (2/cs)",48.18,"10603812060087","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6009-1","Very Berry Cheesecake, 1/2 sheet",0.00,"603812060097","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6009-2","Very Berry Cheesecake, 1/2 Sheet (2/cs)",48.18,"10603812060094","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6010-1","Cajeta Swirl Cheesecake, 1/2 sheet",0.00,"603812060103","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6010-2","Cajeta Swirl Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060100","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6012-1","Key Lime Cheesecake, 1/2 sheet",0.00,"603812060127","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6012-2","Key Lime Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060124","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6017-1","Chocolate Truffle Cheesecake, 1/2 sheet",0.00,"603812060172","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6017-2","Chocolate Truffle Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060179","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6018-1","Egg Nog Cheesecake, 1/2 sheet",0.00,"603812060189","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6018-2","Egg Nog Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060186","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6021-1","Strawberry Swirl Cheesecake, 1/2 sheet",0.00,"603812060219","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6021-2","Strawberry Swirl Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060216","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6023-1","Espresso Cheesecake, 1/2 sheet",0.00,"603812060233","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6023-2","Espresso Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060230","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6025-1","Cranberry Orange Walnut Cheesecake, 1/2 sheet",0.00,"603812060257","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6025-2","Cranberry Orange Walnut Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060254","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6030-1","""No Sugar Added"" New York New York Cheesecake, 1/2 sheet",0.00,"603812060301","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6030-2","""No Sugar Added"" New York New York Cheesecake, 1/2 Sheet (2/cs)",50.58,"10603812060308","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6031-1","""No Sugar Added"" Chocolate Truffle Cheesecake, 1/2 sheet",0.00,"603812060318","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6031-2","""No Sugar Added"" Chocolate Truffle Cheesecake, 1/2 Sheet (2/cs)",50.58,"10603812060315","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6032-1","Lemon Cheesecake, 1/2 sheet",0.00,"603812060325","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6032-2","Lemon Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060322","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6033-1","Coconut 1/2 sheet (2/cs)",0.00,"603812060332","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6033-2","Coconut 1/2 sheet (2/cs)",48.18,"10603812060339","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6034-1","Peppermint Swirl Cheesecake, 1/2 sheet",0.00,"603812060349","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6034-2","Peppermint Swirl Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060346","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6040-1","Hazelnut Mohca 1/2 sheet",0.00,"603812060400","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6040-2","Hazelnut Mohca 1/2 sheet (2/cs)",48.18,"10603812060407","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6041-1","Almond Roca Cheesecake, 1/2 sheet",0.00,"603812060417","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6041-2","Almond Roca Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060414","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6042-1","Honey Lavender Cheesecake, 1/2 sheet",0.00,"603812060424","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6042-2","Honey Lavender Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060421","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6044-2","Caramel Apple Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060445","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6047-1","Huckleberry 1/2 sheet",0.00,"603812060479","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6047-2","Huckleberry 1/2 sheet (2/cs)",48.18,"10603812060462","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:6051-1","New York ""Classic"" Cheesecake, 1/2 sheet",0.00,"603812060516","7","1 / 112 oz",,
,"1/2 Sheet:Uncut:6051-2","New York ""Classic"" Cheesecake, 1/2 sheet (2/cs)",48.18,"10603812060513","14.5","2 / 112 oz",".66",
,"1/2 Sheet:Uncut:Uncut",,0.00,,,,,
,"3""",,0.00,,,,,
,"3"":Bottom Label",,0.00,,,,,
,"3"":Bottom Label:2401-48","""Signature"" New York Cheesecake - Single Serve (48/cs)",1.50,"10603812024010","13","48 / 4 oz",,
,"3"":Bottom Label:2408-48","Pumpkin Cheesecake - Single Serve (48/cs)",1.50,"10603812024089","13","48 / 4 oz",,
,"3"":Bottom Label:2409-48","Very Berry Cheesecake - Single Serve (48/cs)",1.50,"10603812024096","13","48 / 4 oz",,
,"3"":Bottom Label:2417-48","Chocolate Truffle Cheesecake - Single Serve (48/cs)",1.50,"10603812024171","13","48 / 4 oz",,
,"3"":Bottom Label:2418-48","Egg Nog Cheesecake - Single Serve (48/cs)",1.50,"10603812024188","13","48 / 4 oz",,
,"3"":Bottom Label:2421-48","Strawberry Cheesecake - Single Serve (48/cs)",1.50,"10603812024218","13","48 / 4 oz",,
,"3"":Bottom Label:2425-48","Cranberry Orange Walnut Cheesecake - Single Serve (48/cs)",1.50,"10603812024256","13","48 / 4 oz",,
,"3"":Bottom Label:2434-48","Pepermint Swirl Cheesecake - Single Serve (48/cs)",1.50,"10603812024348","13","48 / 4 oz",,
,"3"":Bulk Pack (CBF Box)",,0.00,,,,,
,"3"":Bulk Pack (CBF Box):2101-18","New York ""Signature"" Cheesecake - Single Serve (18/cs)",20.88,"10603812021019","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2101-36","New York ""Signature"" Cheesecake - Single Serve (36/cs)",20.88,"20603812021016","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2102-18","Gluten Free New York Cheesecake - Single Serve (18/cs)",22.22,"10603812021026","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2102-36","Gluten Free New York Cheesecake - Single Serve (36/cs)",22.22,"20603812021023","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2104-36","Gluten Free Chocolate Truffle Cheesecake - Single Serve (36/cs)",20.88,"20603812021047","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2106-18","Gluten Free Pumpkin Cheesecake - Single Serve (18/cs)",22.22,"10603812021064","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2108-18","Pumpkin Cheesecake - Single Serve (18/cs)",20.88,"10603812021088","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2109-18","Very Berry Cheesecake - Single Serve (18/cs)",20.88,"10603812021095","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2109-36","Very Berry Cheesecake - Single Serve (36/cs)",20.88,"20603812021092","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2110-18","Cajeta Cheesecake - Single Serve (18/cs)",20.88,"10603812021101","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2112-18","Key Lime Cheesecake - Single Serve (18/cs)",20.88,"10603812021125","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2117-18","Chocolate Truffle Cheesecake - Single Serve (18/cs)",20.88,"10603812021170","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2117-36","Chocolate Truffle Cheesecake - Single Serve (36/cs)",20.88,"20603812021177","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2118-18","EggNog Cheesecake - Single Serve (18/cs)",20.88,"10603812021187","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2121-18","Strawberry Cheesecake - Single Serve (18/cs)",20.88,"10603812021217","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2121-36","Strawberry Cheesecake - Single Serve (36/cs)",20.88,"20603812021214","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2123-18","Espresso Cheesecake - Single Serve (18/cs)",20.88,"10603812021231","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2125-18","Cranberry Orange Walnut Cheesecake - Single Serve (18/cs)",20.88,"10603812021255","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2130-18","""No Sugar Added"" New York Cheesecake - Single Serve (18/cs)",22.22,"10603812021309","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2130-36","""No Sugar Added"" New York Cheesecake - Single Serve (36/cs)",22.22,"20603812021306","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2131-18","""No Sugar Added"" Chocolate Truffle Cheesecake - Single Serve (18/cs)",22.22,"10603812021316","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2131-36","""No Sugar Added"" Chocolate Truffle Cheesecake - Single Serve (36/cs)",22.22,"20603812021313","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2132-18","Lemon Cheesecake - Single Serve (18/cs)",20.88,"10603812021323","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2133-18","Coconut Cheesecake - Single Serve (18/cs)",20.88,"10603812021330","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2133-36","Coconut Cheesecake - Single Serve (36/cs)",20.88,"20603812021337","9","36 / 4 oz",".34",
,"3"":Bulk Pack (CBF Box):2134-18","Peppermint Swirl Cheesecake - Single Serve (18/cs)",20.88,"10603812021347","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2136-18","""No Sugar Added"" Pumpkin Cheesecake - Single Serve (18/cs)",22.22,"10603812021361","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2140-18","Hazelnut Mocha Cheesecake - Single Serve (18/cs)",20.88,"10603812021408","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2141-18","New York with Almond Roca Cheesecake - Single Serve (18/cs)",20.88,"10603812021415","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2142-18","Honey Lavender Cheesecake - Single Serve (18/cs)",20.88,"10603812021422","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2144-18","Carmel Apple Cheesecake - Single Serve (18/cs)",20.88,"10603812021446","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2147-18","Huckleberry Cheesecake - Single Serve (18/cs)",20.88,"10603812021477","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (CBF Box):2151-18","New York ""Classic"" Cheesecake - Single Serve (18/cs)",20.88,"10603812021514","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (Wht Box)",,0.00,,,,,
,"3"":Bulk Pack (Wht Box):2002-18","Gluten Free New York Cheesecake - Single Serve (18/cs)",22.22,"10603812020029","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (Wht Box):2004-18","Gluten Free Chocolate Truffle Cheesecake - Single Serve (18/cs)",22.22,"10603812020043","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (Wht Box):2006-18","Gluten Free Pumpkin Cheesecake - Single Serve (18/cs)",22.22,"10603812020067","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (Wht Box):2013-18","Gluten Free Strawberry Cheesecake - Single Serve (18/cs)",22.22,"10603812020135","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (Wht Box):2030-18","No Sugar Added New York Cheesecake - Single Serve (18/cs)",22.22,"10603812020302","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack (Wht Box):2031-18","No Sugar Added Chocolate Truffle Cheesecake - Single Serve (18/cs)",22.22,"10603812020319","4.875","18 / 4 oz",".16",
,"3"":Bulk Pack High Profile",,0.00,,,,,
,"3"":Bulk Pack High Profile:2301-1","New York ""Signature"" High Profile Cheesecake - Single Serve",20.88,"603812023016",".35","1 / 5.5 oz",,
,"3"":Bulk Pack High Profile:2301-18","New York ""Signature"" High Profile Cheesecake - Single Serve (18/cs)",20.88,"10603812023013","7","18 / 5.5 oz",".16",
,"3"":Bulk Pack High Profile:2312-30","Key Lime High Profile Cheesecake - Single Serve (30/cs)",20.88,"10603812023129","9","32 / 4 oz",".54",
,"3"":Customer Specific Packaged",,0.00,,,,,
,"3"":Customer Specific Packaged:2671-4","Single Serve Cheesecake 4 Piece FIGIS (NY/LM/SB/VB) - Air ship Packed",0.00,"603812026710","3.8","4 / 4 oz",".22",
,"3"":Customer Specific Packaged:2672-8","Single Serve Cheesecake 8 Piece FIGIS (NY/LM/SB/VB) - Air ship Packed",0.00,"603812026727","5.1","8 / 4 oz",".22",
,"3"":Customer Specific Packaged:2673-12","Glutenfreeda New York #00155",0.00,,"3.5","12 / 4 oz",".21",
,"3"":Customer Specific Packaged:2674-12","Glutenfreeda Chocolate #00157",0.00,,"3.5","12 / 4 oz",".21",
,"3"":Customer Specific Packaged:2675-12","Glutenfreeda Strawberry #00159",0.00,,"3.5","12 / 4 oz",".21",
,"3"":Customer Specific Packaged:2676-1","Fab 4 Assortment FIGIS (NY/LM/SB/CT) - Air ship Packed",0.00,"603812026765","5.1","8 / 4 oz",".22",
,"3"":DUP Individual Pack 3.5 Oz",,0.00,,,,,
,"3"":Individual Pack",,0.00,,,,,
,"3"":Individual Pack:2201-1","New York ""Signature"" Cheesecake - Single Serve",1.50,"603812022019",".25","1 / 4 oz",,
,"3"":Individual Pack:2201-12","New York ""Signature"" Cheesecake - Single Serve (12/cs)",15.38,"10603812022016","3.5","12 / 4 oz",".21",
,"3"":Individual Pack:2201-6","New York ""Signature"" Cheesecake - Single Serve (6/cs)",9.00,"20603812022013","2","6 / 4 oz",".14",
,"3"":Individual Pack:2202-1","Gluten Free New York Cheesecake - Single Serve",1.50,"603812022026",".25","1 / 4 oz",,
